transformer,encoder,model,split_number,fit_time,score_time,test_r2,train_r2,test_mean_absolute_error,train_mean_absolute_error,test_mean_squared_error,train_mean_squared_error,test_root_mean_squared_error,train_root_mean_squared_error,test_mean_absolute_percentage_error,train_mean_absolute_percentage_error
StandardScaler,HelmertEncoder,LinearRegression,4,2.168142080307007,0.03977537155151367,0.9964851999802307,0.9963200832930157,0.14298864189542676,0.1434016844659629,0.03867435129209191,0.040150464771722495,0.19665795506943498,0.20037580884857956,65348664265997.01,65484283841683.72
StandardScaler,HelmertEncoder,DecisionTreeRegressor,0,9.439105987548828,0.09529423713684082,0.999288608052381,0.9999999766529829,0.05844395537035108,2.1761782723946165e-06,0.007807680973459071,2.548965014974486e-07,0.08836108291243985,0.0005048727577295577,0.006711612959991768,2.5945096360634283e-07
StandardScaler,HelmertEncoder,DecisionTreeRegressor,1,9.395875692367554,0.09725522994995117,0.9992932528079334,0.999999970107749,0.05849079231523671,2.477160868816952e-06,0.0077265748730699765,3.2667502724471547e-07,0.08790093783953602,0.0005715549205848161,0.00671432292763179,2.974420823636068e-07
StandardScaler,HelmertEncoder,DecisionTreeRegressor,2,9.406425952911377,0.09258413314819336,0.9992779680209912,0.9999999759384861,0.05858535537658823,2.2225339569137125e-06,0.00783095518089756,2.6347496331153826e-07,0.08849268433547239,0.0005132981232300954,0.006724697744484479,2.656965777800504e-07
StandardScaler,HelmertEncoder,DecisionTreeRegressor,3,9.508046865463257,0.09205198287963867,0.999285581984613,0.9999999730308791,0.05842047302326816,2.336367807686371e-06,0.007779243380935559,2.950238541079611e-07,0.08820001916629927,0.0005431609836024317,0.006704858396391935,2.843088841842369e-07
StandardScaler,HelmertEncoder,DecisionTreeRegressor,4,9.441379308700562,0.09195971488952637,0.999287736975147,0.9999999761523448,0.05840498006503523,2.1811435218424805e-06,0.007837234061852114,2.601945950824656e-07,0.08852815406328156,0.0005100927318463434,0.0067052978866218105,2.6505680145202417e-07
StandardScaler,HelmertEncoder,GradientBoostingRegressor,0,127.89854788780212,0.33015990257263184,0.9984037036730207,0.9983979328386686,0.09756311706117837,0.09747709520049555,0.01751969853169255,0.017490941679120655,0.13236199806474874,0.1322533238868523,11753762308326.299,11631945366138.568
StandardScaler,HelmertEncoder,GradientBoostingRegressor,1,128.02375483512878,0.32139086723327637,0.9983843706695118,0.9984041046771323,0.09822717397383622,0.09780262745558357,0.01766300754961788,0.017440611901516263,0.13290224809843468,0.1320629088787471,13574067608045.654,13555283210467.121
StandardScaler,HelmertEncoder,GradientBoostingRegressor,2,127.29744029045105,0.3202526569366455,0.9983925475092923,0.9984098760370456,0.09760094445205145,0.09746469951619537,0.017433976300379173,0.017411949014297826,0.1320377836090078,0.13195434443131393,12354338962748.965,12466184733277.072
StandardScaler,HelmertEncoder,GradientBoostingRegressor,3,127.00184154510498,0.3270745277404785,0.9984091593640266,0.9984179013711717,0.09710073545771772,0.097031710585418,0.01732254257448504,0.017307083764482156,0.13161513049222356,0.13155639005567976,11407335167639.68,11497221042041.918
StandardScaler,HelmertEncoder,GradientBoostingRegressor,4,126.71325349807739,0.31705379486083984,0.998412649523419,0.9983984946828314,0.09747470495352727,0.0974576321047489,0.017466071927185103,0.01747354300076047,0.13215926727696814,0.1321875296719039,12096165030910.725,11960934626686.719
